date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:14:57	1977/1977	---MCZ	200	added ('OK')	text/css	etag:W/%227b9-17a9038abd8%22	http://abtbizconnect.com/static/css/main.bb8ea5ff.chunk.css	C:/My%20Web%20Sites/findmybiz/static/css/main.bb8ea5ff.chunk.css	(from http://abtbizconnect.com/)
17:14:57	88145/88145	---M-Z	200	added ('OK')	application/javascript	etag:W/%2215851-iFI5JDUbrAtdVg/gxXgeJVbnaT0%22	https://cdn.jsdelivr.net/gh/masterkn48/1saved_css_old_projects/cdn/js/jquery-3.4.1.min.js	C:/My%20Web%20Sites/findmybiz/gh/masterkn48/1saved_css_old_projects/cdn/js/jquery-3.4.1.min.js	(from http://abtbizconnect.com/)
17:14:58	20537/20537	---M-Z	200	added ('OK')	application/javascript	etag:W/%225039-WVilJDjI11PWkrEbVBm9FJDCZVs%22	https://cdn.jsdelivr.net/gh/masterkn48/1saved_css_old_projects/cdn/js/popper.min.js	C:/My%20Web%20Sites/findmybiz/gh/masterkn48/1saved_css_old_projects/cdn/js/popper.min.js	(from http://abtbizconnect.com/)
17:14:59	58072/58072	---M-Z	200	added ('OK')	application/javascript	etag:W/%22e2d8-Z3j+088JWjGBQaMfRVyPRmOIW94%22	https://cdn.jsdelivr.net/gh/masterkn48/1saved_css_old_projects/cdn/js/bootstrap.min.js	C:/My%20Web%20Sites/findmybiz/gh/masterkn48/1saved_css_old_projects/cdn/js/bootstrap.min.js	(from http://abtbizconnect.com/)
17:15:00	0/0	---M--	200	added ('OK')	application/javascript	etag:W/%220-17a9037bd90%22	http://abtbizconnect.com/js/scripts.js	C:/My%20Web%20Sites/findmybiz/js/scripts.js	(from http://abtbizconnect.com/)
17:15:00	78748/78748	---M-Z	200	added ('OK')	application/javascript	etag:W/%221339c-XbTEDbxr09liPumKIGHdJliFzy4%22	https://cdn.jsdelivr.net/npm/bootstrap@5.0.1/dist/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/findmybiz/npm/bootstrap@5.0.1/dist/js/bootstrap.bundle.min.js	(from http://abtbizconnect.com/)
17:15:05	32438/32438	---MCZ	200	added ('OK')	application/javascript	etag:W/%227eb6-17a9038abd8%22	http://abtbizconnect.com/static/js/main.7a7640a2.chunk.js	C:/My%20Web%20Sites/findmybiz/static/js/main.7a7640a2.chunk.js	(from http://abtbizconnect.com/)
17:15:05	6331/6331	---MCZ	200	added ('OK')	text/html	etag:W/%2218bb-17a9038abd8%22	http://abtbizconnect.com/img/overlays/01.png	C:/My%20Web%20Sites/findmybiz/img/overlays/01.html	(from http://abtbizconnect.com/css/sdb.css)
17:15:05	6331/6331	---MCZ	200	added ('OK')	text/html	etag:W/%2218bb-17a9038abd8%22	http://abtbizconnect.com/img/overlays/02.png	C:/My%20Web%20Sites/findmybiz/img/overlays/02.html	(from http://abtbizconnect.com/css/sdb.css)
17:15:06	6331/6331	---MCZ	200	added ('OK')	text/html	etag:W/%2218bb-17a9038abd8%22	http://abtbizconnect.com/img/overlays/03.png	C:/My%20Web%20Sites/findmybiz/img/overlays/03.html	(from http://abtbizconnect.com/css/sdb.css)
17:15:06	6331/6331	---MCZ	200	added ('OK')	text/html	etag:W/%2218bb-17a9038abd8%22	http://abtbizconnect.com/img/overlays/04.png	C:/My%20Web%20Sites/findmybiz/img/overlays/04.html	(from http://abtbizconnect.com/css/sdb.css)
17:15:06	6331/6331	---MCZ	200	added ('OK')	text/html	etag:W/%2218bb-17a9038abd8%22	http://abtbizconnect.com/img/overlays/05.png	C:/My%20Web%20Sites/findmybiz/img/overlays/05.html	(from http://abtbizconnect.com/css/sdb.css)
17:15:07	6331/6331	---MCZ	200	added ('OK')	text/html	etag:W/%2218bb-17a9038abd8%22	http://abtbizconnect.com/img/overlays/06.png	C:/My%20Web%20Sites/findmybiz/img/overlays/06.html	(from http://abtbizconnect.com/css/sdb.css)
17:15:07	6331/6331	---MCZ	200	added ('OK')	text/html	etag:W/%2218bb-17a9038abd8%22	http://abtbizconnect.com/img/overlays/07.png	C:/My%20Web%20Sites/findmybiz/img/overlays/07.html	(from http://abtbizconnect.com/css/sdb.css)
17:15:08	6331/6331	---MCZ	200	added ('OK')	text/html	etag:W/%2218bb-17a9038abd8%22	http://abtbizconnect.com/img/overlays/08.png	C:/My%20Web%20Sites/findmybiz/img/overlays/08.html	(from http://abtbizconnect.com/css/sdb.css)
17:15:08	182109/182109	---MCZ	200	added ('OK')	application/javascript	etag:W/%222c75d-17a9038abd8%22	http://abtbizconnect.com/static/js/3.4d37d3c6.chunk.js	C:/My%20Web%20Sites/findmybiz/static/js/3.4d37d3c6.chunk.js	(from http://abtbizconnect.com/)
17:15:08	410303/410303	---M-Z	200	added ('OK')	application/javascript	etag:W/%22642bf-C++zaPXzXuRlyFSX+VNLf06hTJM%22	https://cdn.jsdelivr.net/gh/masterkn48/1saved_css_old_projects/cdn/js/sdb.min.js	C:/My%20Web%20Sites/findmybiz/gh/masterkn48/1saved_css_old_projects/cdn/js/sdb.min.js	(from http://abtbizconnect.com/)
17:15:08	6331/6331	---MCZ	200	added ('OK')	text/html	etag:W/%2218bb-17a9038abd8%22	http://abtbizconnect.com/img/overlays/09.png	C:/My%20Web%20Sites/findmybiz/img/overlays/09.html	(from http://abtbizconnect.com/css/sdb.css)
17:15:09	6331/6331	---MCZ	200	added ('OK')	text/html	etag:W/%2218bb-17a9038abd8%22	http://abtbizconnect.com/img/svg/arrow_left.svg	C:/My%20Web%20Sites/findmybiz/img/svg/arrow_left.html	(from http://abtbizconnect.com/css/sdb.css)
17:15:09	6331/6331	---MCZ	200	added ('OK')	text/html	etag:W/%2218bb-17a9038abd8%22	http://abtbizconnect.com/img/svg/arrow_right.svg	C:/My%20Web%20Sites/findmybiz/img/svg/arrow_right.html	(from http://abtbizconnect.com/css/sdb.css)
17:15:09	6331/6331	---MCZ	200	added ('OK')	text/html	etag:W/%2218bb-17a9038abd8%22	http://abtbizconnect.com/img/lightbox/default-skin.png	C:/My%20Web%20Sites/findmybiz/img/lightbox/default-skin.html	(from http://abtbizconnect.com/css/sdb.css)
17:15:10	6331/6331	---MCZ	200	added ('OK')	text/html	etag:W/%2218bb-17a9038abd8%22	http://abtbizconnect.com/img/lightbox/default-skin.svg	C:/My%20Web%20Sites/findmybiz/img/lightbox/default-skin-2.html	(from http://abtbizconnect.com/css/sdb.css)
17:15:10	6331/6331	---MCZ	200	added ('OK')	text/html	etag:W/%2218bb-17a9038abd8%22	http://abtbizconnect.com/img/lightbox/preloader.gif	C:/My%20Web%20Sites/findmybiz/img/lightbox/preloader.html	(from http://abtbizconnect.com/css/sdb.css)
17:15:11	43742/43742	---M--	200	added ('OK')	image/jpeg	etag:%225dcef166-aade%22	https://mdbootstrap.com/img/Photos/Others/sidenav1.jpg	C:/My%20Web%20Sites/findmybiz/img/Photos/Others/sidenav1.jpg	(from http://abtbizconnect.com/css/sdb.css)
17:15:12	95115/95115	---M--	200	added ('OK')	image/jpeg	etag:%225da9c6c6-1738b%22	https://mdbootstrap.com/img/Photos/Others/sidenav2.jpg	C:/My%20Web%20Sites/findmybiz/img/Photos/Others/sidenav2.jpg	(from http://abtbizconnect.com/css/sdb.css)
17:15:13	92221/92221	---M--	200	added ('OK')	image/jpeg	etag:%225da9c733-1683d%22	https://mdbootstrap.com/img/Photos/Others/sidenav3.jpg	C:/My%20Web%20Sites/findmybiz/img/Photos/Others/sidenav3.jpg	(from http://abtbizconnect.com/css/sdb.css)
17:15:13	158562/158562	---M--	200	added ('OK')	image/jpeg	etag:%225da9c6c9-26b62%22	https://mdbootstrap.com/img/Photos/Others/sidenav4.jpg	C:/My%20Web%20Sites/findmybiz/img/Photos/Others/sidenav4.jpg	(from http://abtbizconnect.com/css/sdb.css)
17:15:13	700/700	---MC-	200	added ('OK')	text/css	date:Fri,%2027%20Aug%202021%2016:15:13%20GMT	https://fonts.googleapis.com/css?family=Lato:400,700,400italic,700italic&subset=latin	C:/My%20Web%20Sites/findmybiz/css5e1f.css	(from https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/semantic.min.css)
17:15:14	28123/28123	---M--	200	added ('OK')	image/png	etag:W/%226ddb-SlUuyxI97VBA3doB1iYQPMZdsFU%22	https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/themes/default/assets/images/flags.png	C:/My%20Web%20Sites/findmybiz/npm/semantic-ui@2.4.2/dist/themes/default/assets/images/flags.png	(from https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/semantic.min.css)
17:15:14	106004/106004	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2219e14-t94uHWV2aFJIbeJLNqRiQPSuWZQ%22	https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/themes/default/assets/fonts/icons.eot	C:/My%20Web%20Sites/findmybiz/npm/semantic-ui@2.4.2/dist/themes/default/assets/fonts/icons.eot	(from https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/semantic.min.css)
17:15:15	106004/106004	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2219e14-t94uHWV2aFJIbeJLNqRiQPSuWZQ%22	https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/themes/default/assets/fonts/icons.eot?	C:/My%20Web%20Sites/findmybiz/npm/semantic-ui@2.4.2/dist/themes/default/assets/fonts/iconsd41d.eot	(from https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/semantic.min.css)
17:15:15	40148/40148	---M--	200	added ('OK')	font/woff2	etag:W/%229cd4-bsbTbLJGS06CHPq7Uy8xC9NCYBw%22	https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/themes/default/assets/fonts/icons.woff2	C:/My%20Web%20Sites/findmybiz/npm/semantic-ui@2.4.2/dist/themes/default/assets/fonts/icons.woff2	(from https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/semantic.min.css)
17:15:15	50524/50524	---M--	200	added ('OK')	font/woff	etag:W/%22c55c-nCkzKPOdxUvWVNJz0Mxa8NEZBcY%22	https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/themes/default/assets/fonts/icons.woff	C:/My%20Web%20Sites/findmybiz/npm/semantic-ui@2.4.2/dist/themes/default/assets/fonts/icons.woff	(from https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/semantic.min.css)
17:15:15	105784/105784	---M-Z	200	added ('OK')	font/ttf	etag:W/%2219d38-zt1yJwkbIvhz44VthMPf2XR0UEg%22	https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/themes/default/assets/fonts/icons.ttf	C:/My%20Web%20Sites/findmybiz/npm/semantic-ui@2.4.2/dist/themes/default/assets/fonts/icons.ttf	(from https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/semantic.min.css)
17:15:16	390837/390837	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225f6b5-689MxzWRLY2hqyOVc4t5UN89+f8%22	https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/themes/default/assets/fonts/icons.svg	C:/My%20Web%20Sites/findmybiz/npm/semantic-ui@2.4.2/dist/themes/default/assets/fonts/icons.svg	(from https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/semantic.min.css)
17:15:16	31156/31156	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2279b4-mDQ09cQNSuvBWZU6mZSKnx2Gc1M%22	https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/themes/default/assets/fonts/outline-icons.eot	C:/My%20Web%20Sites/findmybiz/npm/semantic-ui@2.4.2/dist/themes/default/assets/fonts/outline-icons.eot	(from https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/semantic.min.css)
17:15:17	31156/31156	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2279b4-mDQ09cQNSuvBWZU6mZSKnx2Gc1M%22	https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/themes/default/assets/fonts/outline-icons.eot?	C:/My%20Web%20Sites/findmybiz/npm/semantic-ui@2.4.2/dist/themes/default/assets/fonts/outline-iconsd41d.eot	(from https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/semantic.min.css)
17:15:17	12240/12240	---M--	200	added ('OK')	font/woff2	etag:W/%222fd0-5bcX/l2PVAOOQych3VMOfaUFRHs%22	https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/themes/default/assets/fonts/outline-icons.woff2	C:/My%20Web%20Sites/findmybiz/npm/semantic-ui@2.4.2/dist/themes/default/assets/fonts/outline-icons.woff2	(from https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/semantic.min.css)
17:15:17	14712/14712	---M--	200	added ('OK')	font/woff	etag:W/%223978-deU6CT3jqfgqQJiooQZvyHQLwoQ%22	https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/themes/default/assets/fonts/outline-icons.woff	C:/My%20Web%20Sites/findmybiz/npm/semantic-ui@2.4.2/dist/themes/default/assets/fonts/outline-icons.woff	(from https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/semantic.min.css)
17:15:17	30928/30928	---M-Z	200	added ('OK')	font/ttf	etag:W/%2278d0-f4D0J9Pe59T/J6FUa0rVrNmBCog%22	https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/themes/default/assets/fonts/outline-icons.ttf	C:/My%20Web%20Sites/findmybiz/npm/semantic-ui@2.4.2/dist/themes/default/assets/fonts/outline-icons.ttf	(from https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/semantic.min.css)
17:15:18	107201/107201	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%221a2c1-PN2DIplGPX6oN0P3/1t6k3Ym3NA%22	https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/themes/default/assets/fonts/outline-icons.svg	C:/My%20Web%20Sites/findmybiz/npm/semantic-ui@2.4.2/dist/themes/default/assets/fonts/outline-icons.svg	(from https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/semantic.min.css)
17:15:18	98640/98640	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2218150-cQlQJqU7Zr65RlvqHnP5ENyuGdU%22	https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/themes/default/assets/fonts/brand-icons.eot	C:/My%20Web%20Sites/findmybiz/npm/semantic-ui@2.4.2/dist/themes/default/assets/fonts/brand-icons.eot	(from https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/semantic.min.css)
17:15:18	98640/98640	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2218150-cQlQJqU7Zr65RlvqHnP5ENyuGdU%22	https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/themes/default/assets/fonts/brand-icons.eot?	C:/My%20Web%20Sites/findmybiz/npm/semantic-ui@2.4.2/dist/themes/default/assets/fonts/brand-iconsd41d.eot	(from https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/semantic.min.css)
17:15:18	54488/54488	---M--	200	added ('OK')	font/woff2	etag:W/%22d4d8-2wavcdpBl6ThvVU9EkclqAgcE/A%22	https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/themes/default/assets/fonts/brand-icons.woff2	C:/My%20Web%20Sites/findmybiz/npm/semantic-ui@2.4.2/dist/themes/default/assets/fonts/brand-icons.woff2	(from https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/semantic.min.css)
17:15:19	63728/63728	---M--	200	added ('OK')	font/woff	etag:W/%22f8f0-uxfN5fFRmk42uJOD/353ihaPSTM%22	https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/themes/default/assets/fonts/brand-icons.woff	C:/My%20Web%20Sites/findmybiz/npm/semantic-ui@2.4.2/dist/themes/default/assets/fonts/brand-icons.woff	(from https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/semantic.min.css)
17:15:19	98404/98404	---M-Z	200	added ('OK')	font/ttf	etag:W/%2218064-P4Ih6emLeI3yeBSZB2SPvgQue8E%22	https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/themes/default/assets/fonts/brand-icons.ttf	C:/My%20Web%20Sites/findmybiz/npm/semantic-ui@2.4.2/dist/themes/default/assets/fonts/brand-icons.ttf	(from https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/semantic.min.css)
17:15:19	507628/507628	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%227beec-GYT3+yQkKtu0GG9P89J9dc8KJIw%22	https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/themes/default/assets/fonts/brand-icons.svg	C:/My%20Web%20Sites/findmybiz/npm/semantic-ui@2.4.2/dist/themes/default/assets/fonts/brand-icons.svg	(from https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/semantic.min.css)
17:15:20	51/51	U--MCZ	200	updated ('OK')	text/plain	date:Fri,%2027%20Aug%202021%2016:15:19%20GMT	https://fonts.googleapis.com/robots.txt		(from http://abtbizconnect.com/)
17:15:20	90528/90528	---M--	200	added ('OK')	font/woff2	etag:W/%22161a0-RkmHeGigBozlCxBdDSojXoAQyY8%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.5.0/font/fonts/bootstrap-icons.woff2?856008caa5eb66df68595e734e59580d	C:/My%20Web%20Sites/findmybiz/npm/bootstrap-icons@1.5.0/font/fonts/bootstrap-icons63f3.woff2	(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.5.0/font/bootstrap-icons.css)
17:15:23	31000/31000	---MCZ	200	added ('OK')	text/css	date:Mon,%2025%20Jan%202021%2022:04:55%20GMT	https://maxcdn.bootstrapcdn.com/font-awesome/4.7.0/css/font-awesome.min.css	C:/My%20Web%20Sites/findmybiz/font-awesome/4.7.0/css/font-awesome.min.css	(from http://abtbizconnect.com/css/styles.css)
17:15:24	181/181	---MC-	200	added ('OK')	text/css	date:Fri,%2027%20Aug%202021%2016:15:22%20GMT	https://fonts.googleapis.com/css?family=Tajawal	C:/My%20Web%20Sites/findmybiz/cssf41a.css	(from http://abtbizconnect.com/static/css/main.bb8ea5ff.chunk.css)
17:15:32	120468/120468	---M--	200	added ('OK')	font/woff	etag:W/%221d694-y/twIWOGVs18kVnoMM69+dsFnf8%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.5.0/font/fonts/bootstrap-icons.woff?856008caa5eb66df68595e734e59580d	C:/My%20Web%20Sites/findmybiz/npm/bootstrap-icons@1.5.0/font/fonts/bootstrap-icons63f3.woff	(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.5.0/font/bootstrap-icons.css)
17:15:45	58/58	---M--	400	error ('Bad%20Request')	text/plain	etag:W/%223a-taO9i3TG0dz45Oeau8VRWJD4Xi8%22	https://cdn.jsdelivr.net/robots.txt		(from https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/semantic.min.css)
17:17:58	3737385/3737385	---M--	200	added ('OK')	image/jpeg	etag:W/%22390729-17a9037bd90%22	http://abtbizconnect.com/assets/img/bg-masthead.jpg	C:/My%20Web%20Sites/findmybiz/assets/img/bg-masthead.jpg	(from http://abtbizconnect.com/css/styles.css)
